"";"Subject";"Contingency";"Block";"Condition";"SoundID";"Correctness"
"66698";20;9;1;1;4;TRUE
"66701";20;9;1;1;1;TRUE
"66704";20;9;1;1;2;TRUE
"66707";20;9;1;1;3;TRUE
"66732";20;9;2;1;1;TRUE
"66735";20;9;2;1;5;TRUE
"66738";20;9;2;1;6;TRUE
"66741";20;9;2;1;8;TRUE
"66744";20;9;2;1;4;FALSE
"66747";20;9;2;1;2;FALSE
"66768";20;9;3;1;8;TRUE
"66771";20;9;3;1;6;FALSE
"66774";20;9;3;1;7;TRUE
"66777";20;9;3;1;4;TRUE
"66780";20;9;3;1;5;TRUE
"66783";20;9;3;1;2;TRUE
"66801";20;9;4;1;1;TRUE
"66804";20;9;4;1;5;TRUE
"66807";20;9;4;1;7;TRUE
"66810";20;9;4;1;4;FALSE
"66813";20;9;4;1;6;TRUE
"66816";20;9;4;1;8;FALSE
"66835";20;9;5;1;5;FALSE
"66838";20;9;5;1;4;TRUE
"66841";20;9;5;1;8;TRUE
"66844";20;9;5;1;2;FALSE
"66847";20;9;5;1;6;NA
"66850";20;9;5;1;3;TRUE
"66869";20;9;6;1;8;TRUE
"66872";20;9;6;1;7;TRUE
"66875";20;9;6;1;6;FALSE
"66878";20;9;6;1;1;NA
"66881";20;9;6;1;5;TRUE
"66884";20;9;6;1;4;FALSE
"66904";20;9;7;1;8;TRUE
"66907";20;9;7;1;1;TRUE
"66910";20;9;7;1;3;TRUE
"66913";20;9;7;1;7;TRUE
"66916";20;9;7;1;6;NA
"66919";20;9;7;1;5;FALSE
"66939";20;10;1;2;4;FALSE
"66942";20;10;1;2;1;TRUE
"66945";20;10;1;2;2;TRUE
"66948";20;10;1;2;3;FALSE
"66954";20;10;1;2;8;FALSE
"66973";20;10;2;2;1;TRUE
"66982";20;10;2;2;8;FALSE
"66985";20;10;2;2;4;FALSE
"66988";20;10;2;2;2;NA
"67007";20;10;3;2;8;NA
"67010";20;10;3;2;6;FALSE
"67013";20;10;3;2;7;NA
"67016";20;10;3;2;4;FALSE
"67019";20;10;3;2;5;NA
"67022";20;10;3;2;2;TRUE
"67043";20;10;4;2;1;TRUE
"67046";20;10;4;2;5;NA
"67049";20;10;4;2;7;NA
"67052";20;10;4;2;4;FALSE
"67055";20;10;4;2;6;TRUE
"67058";20;10;4;2;8;FALSE
"67078";20;10;5;2;5;TRUE
"67081";20;10;5;2;4;FALSE
"67084";20;10;5;2;8;NA
"67087";20;10;5;2;2;FALSE
"67090";20;10;5;2;6;TRUE
"67093";20;10;5;2;3;NA
"67112";20;10;6;2;8;TRUE
"67115";20;10;6;2;7;NA
"67118";20;10;6;2;6;NA
"67121";20;10;6;2;1;TRUE
"67124";20;10;6;2;5;TRUE
"67127";20;10;6;2;4;TRUE
"67145";20;10;7;2;8;TRUE
"67148";20;10;7;2;1;FALSE
"67151";20;10;7;2;3;FALSE
"67154";20;10;7;2;7;NA
"67157";20;10;7;2;6;NA
"67160";20;10;7;2;5;TRUE
"67179";20;11;1;1;4;FALSE
"67182";20;11;1;1;1;TRUE
"67185";20;11;1;1;2;TRUE
"67188";20;11;1;1;3;TRUE
"67213";20;11;2;1;1;FALSE
"67216";20;11;2;1;5;TRUE
"67222";20;11;2;1;8;FALSE
"67225";20;11;2;1;4;TRUE
"67228";20;11;2;1;2;FALSE
"67247";20;11;3;1;8;FALSE
"67253";20;11;3;1;7;TRUE
"67256";20;11;3;1;4;TRUE
"67259";20;11;3;1;5;FALSE
"67262";20;11;3;1;2;TRUE
"67280";20;11;4;1;1;TRUE
"67283";20;11;4;1;5;TRUE
"67286";20;11;4;1;7;TRUE
"67289";20;11;4;1;4;TRUE
"67292";20;11;4;1;6;TRUE
"67295";20;11;4;1;8;NA
"67315";20;11;5;1;5;TRUE
"67318";20;11;5;1;4;TRUE
"67321";20;11;5;1;8;TRUE
"67324";20;11;5;1;2;NA
"67327";20;11;5;1;6;TRUE
"67330";20;11;5;1;3;NA
"67348";20;11;6;1;8;TRUE
"67351";20;11;6;1;7;TRUE
"67354";20;11;6;1;6;TRUE
"67357";20;11;6;1;1;FALSE
"67360";20;11;6;1;5;FALSE
"67363";20;11;6;1;4;FALSE
"67383";20;11;7;1;8;FALSE
"67386";20;11;7;1;1;FALSE
"67389";20;11;7;1;3;FALSE
"67392";20;11;7;1;7;TRUE
"67395";20;11;7;1;6;TRUE
"67398";20;11;7;1;5;TRUE
"67417";20;12;1;2;4;FALSE
"67420";20;12;1;2;1;NA
"67423";20;12;1;2;2;TRUE
"67426";20;12;1;2;3;NA
"67429";20;12;1;2;5;TRUE
"67432";20;12;1;2;8;TRUE
"67451";20;12;2;2;1;TRUE
"67454";20;12;2;2;5;FALSE
"67457";20;12;2;2;6;TRUE
"67460";20;12;2;2;8;TRUE
"67463";20;12;2;2;4;TRUE
"67466";20;12;2;2;2;FALSE
"67484";20;12;3;2;8;TRUE
"67487";20;12;3;2;6;TRUE
"67490";20;12;3;2;7;TRUE
"67493";20;12;3;2;4;TRUE
"67496";20;12;3;2;5;TRUE
"67499";20;12;3;2;2;FALSE
"67519";20;12;4;2;1;FALSE
"67522";20;12;4;2;5;TRUE
"67525";20;12;4;2;7;TRUE
"67528";20;12;4;2;4;TRUE
"67531";20;12;4;2;6;TRUE
"67534";20;12;4;2;8;TRUE
"67553";20;12;5;2;5;FALSE
"67556";20;12;5;2;4;FALSE
"67559";20;12;5;2;8;TRUE
"67562";20;12;5;2;2;TRUE
"67565";20;12;5;2;6;TRUE
"67568";20;12;5;2;3;TRUE
"67586";20;12;6;2;8;TRUE
"67589";20;12;6;2;7;TRUE
"67592";20;12;6;2;6;FALSE
"67595";20;12;6;2;1;NA
"67598";20;12;6;2;5;FALSE
"67601";20;12;6;2;4;FALSE
"67621";20;12;7;2;8;FALSE
"67624";20;12;7;2;1;TRUE
"67627";20;12;7;2;3;TRUE
"67630";20;12;7;2;7;FALSE
"67633";20;12;7;2;6;TRUE
"67636";20;12;7;2;5;TRUE
"67655";20;13;1;1;4;TRUE
"67658";20;13;1;1;1;TRUE
"67661";20;13;1;1;2;TRUE
"67664";20;13;1;1;3;TRUE
"67691";20;13;2;1;1;TRUE
"67694";20;13;2;1;5;TRUE
"67697";20;13;2;1;6;NA
"67700";20;13;2;1;8;FALSE
"67703";20;13;2;1;4;TRUE
"67706";20;13;2;1;2;FALSE
"67724";20;13;3;1;8;NA
"67727";20;13;3;1;6;FALSE
"67730";20;13;3;1;7;TRUE
"67733";20;13;3;1;4;TRUE
"67736";20;13;3;1;5;FALSE
"67739";20;13;3;1;2;TRUE
"67760";20;13;4;1;1;TRUE
"67763";20;13;4;1;5;TRUE
"67766";20;13;4;1;7;TRUE
"67769";20;13;4;1;4;TRUE
"67772";20;13;4;1;6;NA
"67775";20;13;4;1;8;NA
"67794";20;13;5;1;5;TRUE
"67797";20;13;5;1;4;TRUE
"67800";20;13;5;1;8;TRUE
"67803";20;13;5;1;2;TRUE
"67806";20;13;5;1;6;TRUE
"67809";20;13;5;1;3;TRUE
"67829";20;13;6;1;8;TRUE
"67832";20;13;6;1;7;TRUE
"67835";20;13;6;1;6;FALSE
"67838";20;13;6;1;1;FALSE
"67841";20;13;6;1;5;TRUE
"67844";20;13;6;1;4;TRUE
"67866";20;13;7;1;8;TRUE
"67869";20;13;7;1;1;TRUE
"67872";20;13;7;1;3;TRUE
"67875";20;13;7;1;7;TRUE
"67878";20;13;7;1;6;TRUE
"67881";20;13;7;1;5;TRUE
"67900";20;14;1;2;4;TRUE
"67903";20;14;1;2;1;TRUE
"67906";20;14;1;2;2;TRUE
"67909";20;14;1;2;3;TRUE
"67936";20;14;2;2;1;TRUE
"67939";20;14;2;2;5;TRUE
"67942";20;14;2;2;6;FALSE
"67945";20;14;2;2;8;TRUE
"67948";20;14;2;2;4;TRUE
"67951";20;14;2;2;2;TRUE
"67972";20;14;3;2;8;TRUE
"67975";20;14;3;2;6;TRUE
"67978";20;14;3;2;7;NA
"67981";20;14;3;2;4;TRUE
"67984";20;14;3;2;5;TRUE
"67987";20;14;3;2;2;FALSE
"68006";20;14;4;2;1;TRUE
"68009";20;14;4;2;5;TRUE
"68012";20;14;4;2;7;FALSE
"68015";20;14;4;2;4;FALSE
"68018";20;14;4;2;6;TRUE
"68021";20;14;4;2;8;TRUE
"68043";20;14;5;2;5;TRUE
"68046";20;14;5;2;4;FALSE
"68049";20;14;5;2;8;TRUE
"68052";20;14;5;2;2;TRUE
"68055";20;14;5;2;6;TRUE
"68058";20;14;5;2;3;TRUE
"68078";20;14;6;2;8;TRUE
"68081";20;14;6;2;7;TRUE
"68084";20;14;6;2;6;TRUE
"68087";20;14;6;2;1;TRUE
"68090";20;14;6;2;5;TRUE
"68093";20;14;6;2;4;TRUE
"68111";20;14;7;2;8;TRUE
"68114";20;14;7;2;1;TRUE
"68117";20;14;7;2;3;TRUE
"68120";20;14;7;2;7;TRUE
"68123";20;14;7;2;6;TRUE
"68126";20;14;7;2;5;TRUE
"68316";21;1;1;2;3;TRUE
"68322";21;1;1;2;1;TRUE
"68325";21;1;1;2;2;TRUE
"68328";21;1;1;2;8;TRUE
"68331";21;1;1;2;4;TRUE
"68348";21;1;2;2;4;TRUE
"68354";21;1;2;2;8;FALSE
"68357";21;1;2;2;1;NA
"68376";21;1;3;2;2;FALSE
"68379";21;1;3;2;1;FALSE
"68382";21;1;3;2;3;TRUE
"68385";21;1;3;2;8;TRUE
"68388";21;1;3;2;7;FALSE
"68408";21;1;4;2;8;TRUE
"68411";21;1;4;2;4;NA
"68414";21;1;4;2;2;TRUE
"68417";21;1;4;2;1;TRUE
"68420";21;1;4;2;6;FALSE
"68439";21;1;5;2;2;TRUE
"68442";21;1;5;2;4;TRUE
"68448";21;1;5;2;8;TRUE
"68451";21;1;5;2;3;TRUE
"68454";21;1;5;2;1;TRUE
"68473";21;1;6;2;6;TRUE
"68476";21;1;6;2;3;TRUE
"68479";21;1;6;2;4;FALSE
"68482";21;1;6;2;2;TRUE
"68485";21;1;6;2;7;TRUE
"68502";21;1;7;2;2;TRUE
"68505";21;1;7;2;4;TRUE
"68508";21;1;7;2;7;TRUE
"68511";21;1;7;2;3;TRUE
"68514";21;1;7;2;6;FALSE
"68517";21;1;7;2;8;TRUE
"68534";21;2;1;1;3;TRUE
"68540";21;2;1;1;1;TRUE
"68543";21;2;1;1;2;TRUE
"68549";21;2;1;1;4;TRUE
"68567";21;2;2;1;5;TRUE
"68570";21;2;2;1;4;TRUE
"68573";21;2;2;1;7;TRUE
"68576";21;2;2;1;8;TRUE
"68579";21;2;2;1;1;TRUE
"68599";21;2;3;1;2;TRUE
"68602";21;2;3;1;1;TRUE
"68605";21;2;3;1;3;TRUE
"68608";21;2;3;1;8;TRUE
"68611";21;2;3;1;7;TRUE
"68614";21;2;3;1;5;TRUE
"68629";21;2;4;1;8;TRUE
"68632";21;2;4;1;4;TRUE
"68635";21;2;4;1;2;TRUE
"68638";21;2;4;1;1;TRUE
"68641";21;2;4;1;6;FALSE
"68644";21;2;4;1;5;NA
"68662";21;2;5;1;2;NA
"68665";21;2;5;1;4;TRUE
"68668";21;2;5;1;5;TRUE
"68671";21;2;5;1;8;TRUE
"68674";21;2;5;1;3;TRUE
"68677";21;2;5;1;1;FALSE
"68694";21;2;6;1;5;TRUE
"68697";21;2;6;1;6;TRUE
"68700";21;2;6;1;3;TRUE
"68703";21;2;6;1;4;TRUE
"68706";21;2;6;1;2;TRUE
"68709";21;2;6;1;7;NA
"68725";21;2;7;1;2;TRUE
"68728";21;2;7;1;4;TRUE
"68731";21;2;7;1;7;TRUE
"68734";21;2;7;1;3;TRUE
"68737";21;2;7;1;6;TRUE
"68740";21;2;7;1;8;TRUE
"68756";21;3;1;2;3;TRUE
"68759";21;3;1;2;6;TRUE
"68762";21;3;1;2;1;TRUE
"68765";21;3;1;2;2;TRUE
"68768";21;3;1;2;8;FALSE
"68789";21;3;2;2;5;TRUE
"68792";21;3;2;2;4;TRUE
"68795";21;3;2;2;7;TRUE
"68798";21;3;2;2;8;FALSE
"68801";21;3;2;2;1;TRUE
"68804";21;3;2;2;6;FALSE
"68820";21;3;3;2;2;TRUE
"68823";21;3;3;2;1;TRUE
"68826";21;3;3;2;3;TRUE
"68829";21;3;3;2;8;TRUE
"68832";21;3;3;2;7;TRUE
"68835";21;3;3;2;5;FALSE
"68853";21;3;4;2;8;TRUE
"68856";21;3;4;2;4;TRUE
"68859";21;3;4;2;2;NA
"68862";21;3;4;2;1;TRUE
"68865";21;3;4;2;6;TRUE
"68868";21;3;4;2;5;FALSE
"68885";21;3;5;2;2;TRUE
"68888";21;3;5;2;4;TRUE
"68891";21;3;5;2;5;TRUE
"68894";21;3;5;2;8;TRUE
"68897";21;3;5;2;3;TRUE
"68900";21;3;5;2;1;TRUE
"68916";21;3;6;2;5;TRUE
"68919";21;3;6;2;6;TRUE
"68922";21;3;6;2;3;TRUE
"68925";21;3;6;2;4;TRUE
"68928";21;3;6;2;2;TRUE
"68931";21;3;6;2;7;TRUE
"68948";21;3;7;2;2;TRUE
"68951";21;3;7;2;4;TRUE
"68954";21;3;7;2;7;TRUE
"68957";21;3;7;2;3;TRUE
"68960";21;3;7;2;6;TRUE
"68963";21;3;7;2;8;TRUE
"68981";21;4;1;1;3;TRUE
"68987";21;4;1;1;1;TRUE
"68990";21;4;1;1;2;TRUE
"68996";21;4;1;1;4;TRUE
"69012";21;4;2;1;5;TRUE
"69015";21;4;2;1;4;TRUE
"69018";21;4;2;1;7;TRUE
"69021";21;4;2;1;8;TRUE
"69024";21;4;2;1;1;FALSE
"69027";21;4;2;1;6;FALSE
"69045";21;4;3;1;2;TRUE
"69048";21;4;3;1;1;TRUE
"69051";21;4;3;1;3;TRUE
"69054";21;4;3;1;8;TRUE
"69057";21;4;3;1;7;TRUE
"69060";21;4;3;1;5;NA
"69073";21;4;4;1;8;TRUE
"69076";21;4;4;1;4;TRUE
"69079";21;4;4;1;2;TRUE
"69082";21;4;4;1;1;TRUE
"69085";21;4;4;1;6;FALSE
"69088";21;4;4;1;5;TRUE
"69103";21;4;5;1;2;TRUE
"69106";21;4;5;1;4;TRUE
"69109";21;4;5;1;5;TRUE
"69112";21;4;5;1;8;TRUE
"69115";21;4;5;1;3;TRUE
"69118";21;4;5;1;1;TRUE
"69134";21;4;6;1;5;TRUE
"69137";21;4;6;1;6;TRUE
"69140";21;4;6;1;3;TRUE
"69143";21;4;6;1;4;TRUE
"69146";21;4;6;1;2;TRUE
"69149";21;4;6;1;7;FALSE
"69165";21;4;7;1;2;TRUE
"69168";21;4;7;1;4;TRUE
"69171";21;4;7;1;7;TRUE
"69174";21;4;7;1;3;TRUE
"69177";21;4;7;1;6;TRUE
"69180";21;4;7;1;8;TRUE
"69198";21;5;1;2;3;TRUE
"69204";21;5;1;2;1;TRUE
"69207";21;5;1;2;2;TRUE
"69213";21;5;1;2;4;TRUE
"69232";21;5;2;2;4;TRUE
"69235";21;5;2;2;7;TRUE
"69238";21;5;2;2;8;TRUE
"69241";21;5;2;2;1;TRUE
"69244";21;5;2;2;6;TRUE
"69260";21;5;3;2;2;TRUE
"69263";21;5;3;2;1;TRUE
"69266";21;5;3;2;3;TRUE
"69269";21;5;3;2;8;TRUE
"69272";21;5;3;2;7;TRUE
"69275";21;5;3;2;5;FALSE
"69288";21;5;4;2;8;TRUE
"69291";21;5;4;2;4;TRUE
"69294";21;5;4;2;2;TRUE
"69297";21;5;4;2;1;TRUE
"69300";21;5;4;2;6;TRUE
"69303";21;5;4;2;5;FALSE
"69319";21;5;5;2;2;FALSE
"69322";21;5;5;2;4;TRUE
"69325";21;5;5;2;5;TRUE
"69328";21;5;5;2;8;TRUE
"69331";21;5;5;2;3;TRUE
"69334";21;5;5;2;1;TRUE
"69352";21;5;6;2;5;TRUE
"69355";21;5;6;2;6;TRUE
"69358";21;5;6;2;3;TRUE
"69361";21;5;6;2;4;TRUE
"69364";21;5;6;2;2;TRUE
"69367";21;5;6;2;7;TRUE
"69382";21;5;7;2;2;TRUE
"69385";21;5;7;2;4;TRUE
"69388";21;5;7;2;7;TRUE
"69391";21;5;7;2;3;TRUE
"69394";21;5;7;2;6;TRUE
"69397";21;5;7;2;8;TRUE
"69415";21;6;1;1;3;TRUE
"69421";21;6;1;1;1;TRUE
"69424";21;6;1;1;2;TRUE
"69427";21;6;1;1;8;FALSE
"69430";21;6;1;1;4;TRUE
"69448";21;6;2;1;4;TRUE
"69454";21;6;2;1;8;TRUE
"69457";21;6;2;1;1;TRUE
"69479";21;6;3;1;2;TRUE
"69482";21;6;3;1;1;TRUE
"69485";21;6;3;1;3;TRUE
"69488";21;6;3;1;8;TRUE
"69491";21;6;3;1;7;TRUE
"69506";21;6;4;1;8;TRUE
"69509";21;6;4;1;4;TRUE
"69512";21;6;4;1;2;TRUE
"69515";21;6;4;1;1;TRUE
"69518";21;6;4;1;6;TRUE
"69521";21;6;4;1;5;FALSE
"69534";21;6;5;1;2;TRUE
"69537";21;6;5;1;4;TRUE
"69540";21;6;5;1;5;TRUE
"69543";21;6;5;1;8;TRUE
"69546";21;6;5;1;3;TRUE
"69549";21;6;5;1;1;FALSE
"69565";21;6;6;1;5;TRUE
"69568";21;6;6;1;6;FALSE
"69571";21;6;6;1;3;TRUE
"69574";21;6;6;1;4;TRUE
"69577";21;6;6;1;2;TRUE
"69580";21;6;6;1;7;TRUE
"69598";21;6;7;1;2;TRUE
"69601";21;6;7;1;4;TRUE
"69604";21;6;7;1;7;TRUE
"69607";21;6;7;1;3;TRUE
"69610";21;6;7;1;6;FALSE
"69613";21;6;7;1;8;TRUE
"69626";21;7;1;2;3;TRUE
"69635";21;7;1;2;2;FALSE
"69638";21;7;1;2;8;TRUE
"69641";21;7;1;2;4;FALSE
"69654";21;7;2;2;5;FALSE
"69657";21;7;2;2;4;TRUE
"69663";21;7;2;2;8;TRUE
"69685";21;7;3;2;2;FALSE
"69691";21;7;3;2;3;FALSE
"69694";21;7;3;2;8;FALSE
"69700";21;7;3;2;5;NA
"69718";21;7;4;2;8;TRUE
"69721";21;7;4;2;4;FALSE
"69724";21;7;4;2;2;TRUE
"69727";21;7;4;2;1;TRUE
"69733";21;7;4;2;5;TRUE
"69748";21;7;5;2;2;FALSE
"69751";21;7;5;2;4;FALSE
"69754";21;7;5;2;5;FALSE
"69757";21;7;5;2;8;FALSE
"69760";21;7;5;2;3;TRUE
"69763";21;7;5;2;1;FALSE
"69780";21;7;6;2;5;TRUE
"69786";21;7;6;2;3;TRUE
"69789";21;7;6;2;4;TRUE
"69792";21;7;6;2;2;TRUE
"69795";21;7;6;2;7;TRUE
"69814";21;7;7;2;2;TRUE
"69817";21;7;7;2;4;TRUE
"69820";21;7;7;2;7;TRUE
"69823";21;7;7;2;3;TRUE
"69826";21;7;7;2;6;FALSE
"69829";21;7;7;2;8;TRUE
"69844";21;8;1;1;3;TRUE
"69850";21;8;1;1;1;TRUE
"69853";21;8;1;1;2;TRUE
"69856";21;8;1;1;8;NA
"69859";21;8;1;1;4;TRUE
"69879";21;8;2;1;4;TRUE
"69882";21;8;2;1;7;TRUE
"69885";21;8;2;1;8;TRUE
"69888";21;8;2;1;1;TRUE
"69891";21;8;2;1;6;TRUE
"69909";21;8;3;1;2;TRUE
"69912";21;8;3;1;1;NA
"69915";21;8;3;1;3;TRUE
"69918";21;8;3;1;8;FALSE
"69921";21;8;3;1;7;TRUE
"69924";21;8;3;1;5;TRUE
"69945";21;8;4;1;8;TRUE
"69948";21;8;4;1;4;TRUE
"69951";21;8;4;1;2;TRUE
"69954";21;8;4;1;1;TRUE
"69957";21;8;4;1;6;TRUE
"69960";21;8;4;1;5;TRUE
"69977";21;8;5;1;2;TRUE
"69980";21;8;5;1;4;TRUE
"69983";21;8;5;1;5;TRUE
"69986";21;8;5;1;8;TRUE
"69989";21;8;5;1;3;TRUE
"69992";21;8;5;1;1;TRUE
"70010";21;8;6;1;5;TRUE
"70013";21;8;6;1;6;TRUE
"70016";21;8;6;1;3;TRUE
"70019";21;8;6;1;4;TRUE
"70022";21;8;6;1;2;TRUE
"70025";21;8;6;1;7;TRUE
"70039";21;8;7;1;2;TRUE
"70042";21;8;7;1;4;TRUE
"70045";21;8;7;1;7;TRUE
"70048";21;8;7;1;3;TRUE
"70051";21;8;7;1;6;TRUE
"70054";21;8;7;1;8;TRUE
"70073";21;9;1;2;3;TRUE
"70076";21;9;1;2;6;TRUE
"70079";21;9;1;2;1;TRUE
"70082";21;9;1;2;2;TRUE
"70085";21;9;1;2;8;FALSE
"70088";21;9;1;2;4;FALSE
"70105";21;9;2;2;5;TRUE
"70108";21;9;2;2;4;TRUE
"70111";21;9;2;2;7;TRUE
"70114";21;9;2;2;8;FALSE
"70117";21;9;2;2;1;TRUE
"70120";21;9;2;2;6;TRUE
"70141";21;9;3;2;2;TRUE
"70144";21;9;3;2;1;TRUE
"70147";21;9;3;2;3;TRUE
"70150";21;9;3;2;8;TRUE
"70153";21;9;3;2;7;TRUE
"70156";21;9;3;2;5;FALSE
"70170";21;9;4;2;8;TRUE
"70173";21;9;4;2;4;TRUE
"70176";21;9;4;2;2;TRUE
"70179";21;9;4;2;1;TRUE
"70182";21;9;4;2;6;TRUE
"70185";21;9;4;2;5;TRUE
"70202";21;9;5;2;2;TRUE
"70205";21;9;5;2;4;TRUE
"70208";21;9;5;2;5;TRUE
"70211";21;9;5;2;8;TRUE
"70214";21;9;5;2;3;TRUE
"70217";21;9;5;2;1;FALSE
"70231";21;9;6;2;5;TRUE
"70234";21;9;6;2;6;TRUE
"70237";21;9;6;2;3;TRUE
"70240";21;9;6;2;4;TRUE
"70243";21;9;6;2;2;TRUE
"70246";21;9;6;2;7;FALSE
"70264";21;9;7;2;2;TRUE
"70267";21;9;7;2;4;TRUE
"70270";21;9;7;2;7;FALSE
"70273";21;9;7;2;3;TRUE
"70276";21;9;7;2;6;FALSE
"70279";21;9;7;2;8;TRUE
"70298";21;10;1;1;3;TRUE
"70304";21;10;1;1;1;TRUE
"70307";21;10;1;1;2;TRUE
"70313";21;10;1;1;4;TRUE
"70328";21;10;2;1;5;TRUE
"70331";21;10;2;1;4;TRUE
"70337";21;10;2;1;8;TRUE
"70340";21;10;2;1;1;FALSE
"70359";21;10;3;1;2;TRUE
"70362";21;10;3;1;1;TRUE
"70365";21;10;3;1;3;TRUE
"70368";21;10;3;1;8;TRUE
"70374";21;10;3;1;5;TRUE
"70392";21;10;4;1;8;FALSE
"70395";21;10;4;1;4;TRUE
"70398";21;10;4;1;2;TRUE
"70401";21;10;4;1;1;TRUE
"70404";21;10;4;1;6;TRUE
"70407";21;10;4;1;5;TRUE
"70423";21;10;5;1;2;TRUE
"70426";21;10;5;1;4;TRUE
"70429";21;10;5;1;5;TRUE
"70432";21;10;5;1;8;TRUE
"70435";21;10;5;1;3;TRUE
"70438";21;10;5;1;1;TRUE
"70452";21;10;6;1;5;TRUE
"70455";21;10;6;1;6;TRUE
"70458";21;10;6;1;3;TRUE
"70461";21;10;6;1;4;TRUE
"70464";21;10;6;1;2;NA
"70467";21;10;6;1;7;TRUE
"70480";21;10;7;1;2;TRUE
"70483";21;10;7;1;4;TRUE
"70486";21;10;7;1;7;TRUE
"70489";21;10;7;1;3;TRUE
"70492";21;10;7;1;6;TRUE
"70495";21;10;7;1;8;TRUE
"70509";21;11;1;2;3;FALSE
"70518";21;11;1;2;2;FALSE
"70521";21;11;1;2;8;FALSE
"70541";21;11;2;2;4;TRUE
"70544";21;11;2;2;7;FALSE
"70547";21;11;2;2;8;FALSE
"70571";21;11;3;2;2;FALSE
"70577";21;11;3;2;3;FALSE
"70580";21;11;3;2;8;TRUE
"70583";21;11;3;2;7;TRUE
"70586";21;11;3;2;5;TRUE
"70601";21;11;4;2;8;TRUE
"70604";21;11;4;2;4;FALSE
"70607";21;11;4;2;2;TRUE
"70610";21;11;4;2;1;TRUE
"70613";21;11;4;2;6;TRUE
"70616";21;11;4;2;5;TRUE
"70634";21;11;5;2;2;TRUE
"70637";21;11;5;2;4;TRUE
"70640";21;11;5;2;5;TRUE
"70643";21;11;5;2;8;TRUE
"70646";21;11;5;2;3;TRUE
"70649";21;11;5;2;1;TRUE
"70665";21;11;6;2;5;TRUE
"70668";21;11;6;2;6;TRUE
"70671";21;11;6;2;3;FALSE
"70674";21;11;6;2;4;TRUE
"70677";21;11;6;2;2;TRUE
"70680";21;11;6;2;7;TRUE
"70696";21;11;7;2;2;TRUE
"70699";21;11;7;2;4;FALSE
"70702";21;11;7;2;7;TRUE
"70705";21;11;7;2;3;FALSE
"70708";21;11;7;2;6;FALSE
"70711";21;11;7;2;8;TRUE
"70731";21;12;1;1;3;TRUE
"70737";21;12;1;1;1;TRUE
"70740";21;12;1;1;2;TRUE
"70746";21;12;1;1;4;TRUE
"70764";21;12;2;1;5;TRUE
"70767";21;12;2;1;4;TRUE
"70773";21;12;2;1;8;TRUE
"70776";21;12;2;1;1;TRUE
"70779";21;12;2;1;6;TRUE
"70797";21;12;3;1;2;TRUE
"70800";21;12;3;1;1;TRUE
"70803";21;12;3;1;3;TRUE
"70806";21;12;3;1;8;TRUE
"70809";21;12;3;1;7;TRUE
"70812";21;12;3;1;5;TRUE
"70830";21;12;4;1;8;TRUE
"70833";21;12;4;1;4;TRUE
"70836";21;12;4;1;2;TRUE
"70839";21;12;4;1;1;TRUE
"70842";21;12;4;1;6;TRUE
"70845";21;12;4;1;5;FALSE
"70858";21;12;5;1;2;TRUE
"70861";21;12;5;1;4;TRUE
"70864";21;12;5;1;5;TRUE
"70867";21;12;5;1;8;TRUE
"70870";21;12;5;1;3;TRUE
"70873";21;12;5;1;1;TRUE
"70887";21;12;6;1;5;TRUE
"70890";21;12;6;1;6;TRUE
"70893";21;12;6;1;3;FALSE
"70896";21;12;6;1;4;TRUE
"70899";21;12;6;1;2;TRUE
"70902";21;12;6;1;7;FALSE
"70914";21;12;7;1;2;TRUE
"70917";21;12;7;1;4;TRUE
"70920";21;12;7;1;7;TRUE
"70923";21;12;7;1;3;TRUE
"70926";21;12;7;1;6;TRUE
"70929";21;12;7;1;8;TRUE
"70942";21;13;1;2;3;TRUE
"70948";21;13;1;2;1;FALSE
"70951";21;13;1;2;2;FALSE
"70954";21;13;1;2;8;FALSE
"70957";21;13;1;2;4;FALSE
"70970";21;13;2;2;5;FALSE
"70973";21;13;2;2;4;TRUE
"70979";21;13;2;2;8;NA
"70982";21;13;2;2;1;FALSE
"71003";21;13;3;2;2;TRUE
"71006";21;13;3;2;1;TRUE
"71009";21;13;3;2;3;TRUE
"71012";21;13;3;2;8;TRUE
"71015";21;13;3;2;7;TRUE
"71018";21;13;3;2;5;TRUE
"71036";21;13;4;2;8;TRUE
"71039";21;13;4;2;4;TRUE
"71042";21;13;4;2;2;TRUE
"71045";21;13;4;2;1;TRUE
"71048";21;13;4;2;6;FALSE
"71051";21;13;4;2;5;FALSE
"71065";21;13;5;2;2;TRUE
"71068";21;13;5;2;4;TRUE
"71071";21;13;5;2;5;TRUE
"71074";21;13;5;2;8;TRUE
"71077";21;13;5;2;3;FALSE
"71080";21;13;5;2;1;TRUE
"71099";21;13;6;2;5;TRUE
"71102";21;13;6;2;6;TRUE
"71105";21;13;6;2;3;TRUE
"71108";21;13;6;2;4;TRUE
"71111";21;13;6;2;2;TRUE
"71114";21;13;6;2;7;NA
"71132";21;13;7;2;2;TRUE
"71135";21;13;7;2;4;TRUE
"71138";21;13;7;2;7;TRUE
"71141";21;13;7;2;3;TRUE
"71144";21;13;7;2;6;FALSE
"71147";21;13;7;2;8;TRUE
"71167";21;14;1;1;1;TRUE
"71170";21;14;1;1;2;TRUE
"71176";21;14;1;1;4;TRUE
"71197";21;14;2;1;4;TRUE
"71200";21;14;2;1;7;TRUE
